1, 0, 0, 0.394737, 0, 0.232143, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0.122807, 1, 1, 0.0149254, 0, 1, 0, 0, 0, 0, 0.540574, 1
1, 0, 0, 0.68797, 0, 0.0982143, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0614035, 1, 1, 0.0746269, 1, 1, 0, 0, 0.03, 0, 0.354568, 1
0, 1, 0, 0.14782, 0, 0.0296429, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0145614, 0, 1, 0.0149254, 1, 1, 0, 0, 0.1, 0, 0.216079, 0
0, 1, 0, 0.838346, 0, 0.214286, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
1, 0, 0, 0.279398, 0, 0.125, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0175439, 0, 0, 0, 1, 1, 0, 0, 0.116, 0, 0, 0
0, 1, 0, 0.279398, 0, 0.0192857, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00140351, 1, 0, 0, 0, 1, 0, 0, 0.22, 0, 0.810583, 1
1, 0, 0, 0.134135, 0, 0.00589286, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0789474, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1
1, 0, 0, 0.12406, 0, 0.279821, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0.00578947, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0
0, 1, 0, 0.0989474, 0, 0.357143, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0.0350877, 1, 1, 0.0597015, 0, 1, 0, 0, 0.025, 0, 0.633939, 1
0, 1, 0, 0.0664662, 0, 0.357143, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0.00578947, 0, 0, 0, 0, 1, 0, 0, 0.17, 0, 0, 0
